TA, Crossing, Gate number, Time
Manav Saini, ENTER, 1, 19:34:21
Vibhor Agarwal, EXIT, 5, 19:35:03
Khushdev Pandit, ENTER, 5, 19:35:11
Rishabh Oberoi, ENTER, 3, 19:35:12
Manav Saini, EXIT, 5, 19:35:15
Swati Jha, EXIT, 3, 19:35:17
Ayush Srivastava, EXIT, 1, 19:35:38
Yuvraj Singh, ENTER, 5, 19:35:44
Khushdev Pandit, EXIT, 5, 19:36:03
Khushdev Pandit, ENTER, 1, 19:36:14
Ujjwal Garg, EXIT, 1, 19:36:33
Khushdev Pandit, EXIT, 1, 19:36:58
Rishika Jain, EXIT, 3, 19:37:01
Khushdev Pandit, ENTER, 3, 19:37:02
Anuj Yadav, EXIT, 3, 19:37:09
Gayam Shivakanth Reddy, ENTER, 5, 19:37:20
Manav Saini, ENTER, 1, 19:37:27
Bharat Goyal, EXIT, 3, 19:37:38
Swatantra kumar nigam, ENTER, 5, 19:37:44
Khushdev Pandit, EXIT, 1, 19:37:46
Ayush Srivastava, ENTER, 1, 19:37:47
Swaib Ilias Mazumder, ENTER, 5, 19:37:53
Khushdev Pandit, ENTER, 1, 19:37:59
Khushdev Pandit, EXIT, 1, 19:37:59
Sahil Goyal, EXIT, 1, 19:38:01
Thanmayee Matha, ENTER, 5, 19:38:04
Khushdev Pandit, ENTER, 5, 19:38:05
Manas, ENTER, 1, 19:38:20
Thanmayee Matha, EXIT, 5, 19:38:23
Khushdev Pandit, EXIT, 1, 19:38:29
Dhruv Mishra, EXIT, 5, 19:38:35
Swaib Ilias Mazumder, EXIT, 5, 19:38:45
Vibhor Agarwal, ENTER, 1, 19:38:59
Rohan Dhar, EXIT, 1, 19:39:04
Ayush Srivastava, EXIT, 3, 19:39:35
Shambhavi Sharma, ENTER, 3, 19:39:39
Shraman Jain, ENTER, 5, 19:39:59
Swaib Ilias Mazumder, ENTER, 1, 19:39:59
Shraman Jain, EXIT, 3, 19:40:07
Aditya Raj Singh, EXIT, 3, 19:40:10
Rishika Jain, ENTER, 5, 19:40:12
Khushdev Pandit, ENTER, 3, 19:40:31
Vamshi Krishna Vannekala, EXIT, 5, 19:40:41
Khushdev Pandit, EXIT, 5, 19:40:44
Rohan Dhar, ENTER, 1, 19:40:53
Dhruv Mishra, ENTER, 5, 19:41:17
Karan Baboota, ENTER, 1, 19:41:24
Aryan Chaudhary, EXIT, 3, 19:41:42
Khushdev Pandit, ENTER, 5, 19:41:48
Vibhor Agarwal, EXIT, 1, 19:41:51
Mohammed Kaif, EXIT, 5, 19:41:55
Gayam Shivakanth Reddy, EXIT, 1, 19:42:07
Rohan Dhar, EXIT, 1, 19:42:15
Smiti Singhal, ENTER, 1, 19:42:25
Sumit Kumar, ENTER, 1, 19:42:30
Khushdev Pandit, EXIT, 3, 19:42:35
Rohan Dhar, ENTER, 1, 19:42:37
Mohammed Kaif, ENTER, 1, 19:43:14
Shraman Jain, ENTER, 3, 19:43:20
Smiti Singhal, EXIT, 5, 19:43:23
Khushdev Pandit, ENTER, 5, 19:43:26
Mohammed Kaif, EXIT, 5, 19:43:31
Ayush Srivastava, ENTER, 3, 19:44:01
Vibhor Agarwal, ENTER, 5, 19:44:28
Vamshi Krishna Vannekala, ENTER, 1, 19:44:36
Sahil Goyal, ENTER, 1, 19:44:38
Manas, EXIT, 1, 19:44:49
Ujjwal Garg, ENTER, 1, 19:44:50
Anuj Yadav, ENTER, 5, 19:45:17
Smiti Singhal, ENTER, 1, 19:45:18
Khushdev Pandit, EXIT, 5, 19:45:23
Swati Jha, ENTER, 3, 19:45:30
Vamshi Krishna Vannekala, EXIT, 1, 19:45:46
Ankita Mahato, ENTER, 5, 19:46:24
Khushdev Pandit, ENTER, 5, 19:46:26
Aditya Raj Singh, ENTER, 3, 19:46:32
Surbhi Goyal, EXIT, 5, 19:46:40
Khushdev Pandit, EXIT, 5, 19:46:54
Khushdev Pandit, ENTER, 3, 19:46:56
Aditya Raj Singh, EXIT, 1, 19:46:57
Sushil Kumar, ENTER, 1, 19:47:01
Khushdev Pandit, EXIT, 3, 19:47:15
Vamshi Krishna Vannekala, ENTER, 3, 19:47:47
Khushdev Pandit, ENTER, 5, 19:47:59
Khushdev Pandit, EXIT, 3, 19:48:05
Param Shah, ENTER, 3, 19:48:11
Khushdev Pandit, ENTER, 5, 19:48:29
Rishabh Oberoi, EXIT, 1, 19:48:35
Shraman Jain, EXIT, 5, 19:48:36
Ayush Srivastava, EXIT, 1, 19:49:07
Thakkar Divyakumar Rameshbhai, ENTER, 5, 19:49:07
Rishabh Oberoi, ENTER, 5, 19:49:09
Ankita Mahato, EXIT, 5, 19:49:15
Snehal, ENTER, 3, 19:49:30
Aryan Chaudhary, ENTER, 5, 19:49:41
Khushdev Pandit, EXIT, 1, 19:49:53
Khushdev Pandit, ENTER, 3, 19:49:56
Ujjwal Garg, EXIT, 3, 19:50:03
Manas, ENTER, 5, 19:50:21
Khushdev Pandit, EXIT, 5, 19:50:25
Shraman Jain, ENTER, 5, 19:50:29
Manas, EXIT, 1, 19:50:50
Snehal, EXIT, 3, 19:51:10
Vamshi Krishna Vannekala, EXIT, 3, 19:51:11
Swati Jha, EXIT, 3, 19:51:13
Khushdev Pandit, ENTER, 5, 19:51:37
Ujjwal Garg, ENTER, 3, 19:51:52
Aryan Chaudhary, EXIT, 3, 19:52:03
Rohan Dhar, EXIT, 5, 19:52:13
Khushdev Pandit, EXIT, 5, 19:52:32
Khushdev Pandit, ENTER, 5, 19:52:40
Rohan Dhar, ENTER, 3, 19:52:40
Karan Baboota, EXIT, 1, 19:52:47
Khushdev Pandit, EXIT, 1, 19:52:52
Bharat Goyal, ENTER, 1, 19:52:55
Shashank Dargar, EXIT, 3, 19:53:03
Aryan Chaudhary, ENTER, 5, 19:53:04
Sumit Kumar, EXIT, 1, 19:53:14
Param Shah, EXIT, 1, 19:53:25
Surbhi Goyal, ENTER, 5, 19:53:30
Sushil Kumar, EXIT, 1, 19:54:00
Khushdev Pandit, ENTER, 1, 19:54:04
Manav Saini, EXIT, 1, 19:54:05
Shraman Jain, EXIT, 3, 19:54:13
Thanmayee Matha, ENTER, 3, 19:54:28
Rishika Jain, EXIT, 3, 19:54:33
Khushdev Pandit, EXIT, 3, 19:54:35
Snehal, ENTER, 3, 19:54:42
Aryan Chaudhary, EXIT, 5, 19:54:48
Khushdev Pandit, ENTER, 3, 19:54:50
Vibhor Agarwal, EXIT, 3, 19:54:56
Ujjwal Garg, EXIT, 1, 19:55:07
Khushdev Pandit, EXIT, 3, 19:55:09
Thanmayee Matha, EXIT, 1, 19:55:11
Shambhavi Sharma, EXIT, 1, 19:55:18
Swati Jha, ENTER, 5, 19:55:30
Kartik Gupta, EXIT, 1, 19:55:30
Manas, ENTER, 5, 19:55:30
Ujjwal Garg, ENTER, 1, 19:55:34
Mohammed Kaif, ENTER, 3, 19:56:06
Sumit Kumar, ENTER, 5, 19:56:14
Ayush Srivastava, ENTER, 5, 19:56:16
Vamshi Krishna Vannekala, ENTER, 3, 19:56:16
Ujjwal Garg, EXIT, 5, 19:56:20
Khushdev Pandit, ENTER, 5, 19:56:30
Rohan Dhar, EXIT, 5, 19:56:42
Khushdev Pandit, EXIT, 3, 19:56:57
Aditya Raj Singh, ENTER, 1, 19:57:10
Khushdev Pandit, ENTER, 5, 19:57:11
Shambhavi Sharma, ENTER, 1, 19:57:17
Gayam Shivakanth Reddy, ENTER, 5, 19:57:31
Khushdev Pandit, EXIT, 1, 19:57:34
Kartik Gupta, ENTER, 1, 19:57:44
Khushdev Pandit, ENTER, 1, 19:58:06
Rishika Jain, ENTER, 1, 19:58:08
Khushdev Pandit, EXIT, 3, 19:58:10
Sahil Goyal, EXIT, 5, 19:58:32
Khushdev Pandit, ENTER, 5, 19:58:55
Aryan Chaudhary, ENTER, 3, 19:59:30
Kartik Gupta, EXIT, 3, 19:59:35
Khushdev Pandit, EXIT, 1, 19:59:36
Khushdev Pandit, ENTER, 5, 19:59:44
Param Shah, ENTER, 5, 19:59:45
Ayush Srivastava, EXIT, 5, 20:00:08
Khushdev Pandit, EXIT, 1, 20:00:14
Thakkar Divyakumar Rameshbhai, EXIT, 5, 20:00:15
Rishika Jain, EXIT, 1, 20:00:16
Khushdev Pandit, ENTER, 3, 20:00:18
Khushdev Pandit, EXIT, 1, 20:00:30
Bhavya Jain, EXIT, 3, 20:00:40
Ankita Mahato, ENTER, 3, 20:00:54
Gayam Shivakanth Reddy, EXIT, 3, 20:01:00
Khushdev Pandit, ENTER, 3, 20:01:04
Khushdev Pandit, EXIT, 1, 20:01:32
Param Shah, EXIT, 5, 20:01:39
Rishika Jain, ENTER, 1, 20:01:59
Swaib Ilias Mazumder, EXIT, 1, 20:02:09
Khushdev Pandit, ENTER, 3, 20:02:10
Snehal, EXIT, 1, 20:02:27
Vibhor Agarwal, ENTER, 3, 20:02:28
Khushdev Pandit, EXIT, 3, 20:02:38
Khushdev Pandit, ENTER, 3, 20:02:38
Thakkar Divyakumar Rameshbhai, ENTER, 5, 20:02:38
Shraman Jain, ENTER, 1, 20:02:55
Bharat Goyal, EXIT, 1, 20:03:09
Swati Jha, EXIT, 5, 20:03:14
Aryan Chaudhary, EXIT, 1, 20:03:18
Sahil Goyal, ENTER, 1, 20:03:40
Gayam Shivakanth Reddy, ENTER, 1, 20:03:40
Rohan Dhar, ENTER, 3, 20:04:03
Khushdev Pandit, EXIT, 3, 20:04:06
Khushdev Pandit, ENTER, 5, 20:04:21
Thakkar Divyakumar Rameshbhai, EXIT, 5, 20:04:22
Khushdev Pandit, EXIT, 1, 20:04:28
Manas, EXIT, 5, 20:04:28
Khushdev Pandit, ENTER, 1, 20:04:34
Param Shah, ENTER, 5, 20:04:34
Thakkar Divyakumar Rameshbhai, ENTER, 5, 20:04:51
Gayam Shivakanth Reddy, EXIT, 3, 20:04:51
Khushdev Pandit, EXIT, 1, 20:04:54
Shambhavi Sharma, EXIT, 3, 20:05:02
Khushdev Pandit, ENTER, 5, 20:05:57
Manav Saini, ENTER, 1, 20:06:06
Swatantra kumar nigam, EXIT, 1, 20:06:09
Gayam Shivakanth Reddy, ENTER, 1, 20:06:09
Swati Jha, ENTER, 5, 20:06:23
Param Shah, EXIT, 5, 20:06:27
Surbhi Goyal, EXIT, 5, 20:06:37
Snehal, ENTER, 5, 20:06:44
Shashank Dargar, ENTER, 3, 20:06:45
Khushdev Pandit, EXIT, 5, 20:07:16
Khushdev Pandit, ENTER, 3, 20:07:20
Bhavya Jain, ENTER, 5, 20:07:23
Manav Saini, EXIT, 1, 20:07:26
Thakkar Divyakumar Rameshbhai, EXIT, 1, 20:07:49
Aryan Chaudhary, ENTER, 1, 20:08:37
Khushdev Pandit, EXIT, 5, 20:08:47
Khushdev Pandit, ENTER, 5, 20:08:55
Aditya Raj Singh, EXIT, 5, 20:09:06
Thakkar Divyakumar Rameshbhai, ENTER, 3, 20:09:06
Thanmayee Matha, ENTER, 5, 20:09:27
Shashank Dargar, EXIT, 5, 20:09:29
Rishabh Oberoi, EXIT, 1, 20:09:30
Khushdev Pandit, EXIT, 3, 20:09:33
Khushdev Pandit, ENTER, 1, 20:09:53
Swatantra kumar nigam, ENTER, 1, 20:10:16
Vibhor Agarwal, EXIT, 5, 20:10:21
Swatantra kumar nigam, EXIT, 3, 20:10:28
Snehal, EXIT, 1, 20:11:05
Khushdev Pandit, EXIT, 5, 20:11:08
Snehal, ENTER, 1, 20:11:26
Ayush Srivastava, ENTER, 3, 20:11:51
Khushdev Pandit, ENTER, 1, 20:11:52
Khushdev Pandit, EXIT, 5, 20:12:05
Swaib Ilias Mazumder, ENTER, 1, 20:12:07
Bharat Goyal, ENTER, 1, 20:12:10
Khushdev Pandit, ENTER, 1, 20:12:13
Khushdev Pandit, EXIT, 3, 20:12:15
Khushdev Pandit, ENTER, 1, 20:12:27
Khushdev Pandit, EXIT, 3, 20:12:49
Khushdev Pandit, ENTER, 5, 20:13:12
Aryan Chaudhary, EXIT, 3, 20:13:53
Surbhi Goyal, ENTER, 5, 20:13:58
Khushdev Pandit, EXIT, 3, 20:14:05
Khushdev Pandit, ENTER, 3, 20:14:09
Khushdev Pandit, EXIT, 3, 20:14:10
Thanmayee Matha, EXIT, 1, 20:14:12
Khushdev Pandit, ENTER, 3, 20:14:19
Khushdev Pandit, EXIT, 3, 20:14:26
Swati Jha, EXIT, 3, 20:14:30
Vibhor Agarwal, ENTER, 1, 20:14:38
Khushdev Pandit, ENTER, 5, 20:14:41
Khushdev Pandit, EXIT, 3, 20:14:54
Karan Baboota, ENTER, 5, 20:15:07
Anuj Yadav, EXIT, 3, 20:15:14
Ujjwal Garg, ENTER, 1, 20:15:35
Ayush Srivastava, EXIT, 5, 20:15:37
Vamshi Krishna Vannekala, EXIT, 5, 20:15:48
Sahil Goyal, EXIT, 5, 20:15:49
Khushdev Pandit, ENTER, 1, 20:16:05
Mohammed Kaif, EXIT, 3, 20:16:07
Mohammed Kaif, ENTER, 5, 20:16:32
Khushdev Pandit, EXIT, 3, 20:16:33
Surbhi Goyal, EXIT, 5, 20:16:44
Swaib Ilias Mazumder, EXIT, 5, 20:16:45
Ujjwal Garg, EXIT, 1, 20:16:51
Shambhavi Sharma, ENTER, 5, 20:17:16
Khushdev Pandit, ENTER, 1, 20:17:17
Khushdev Pandit, EXIT, 5, 20:17:26
Khushdev Pandit, ENTER, 5, 20:17:40
Smiti Singhal, EXIT, 3, 20:17:43
Rohan Dhar, EXIT, 5, 20:18:47
Khushdev Pandit, EXIT, 3, 20:19:07
Rishika Jain, EXIT, 5, 20:19:14
Khushdev Pandit, ENTER, 1, 20:19:24
Khushdev Pandit, EXIT, 1, 20:19:36
Khushdev Pandit, ENTER, 1, 20:19:39
Manas, ENTER, 3, 20:19:45
Shashank Dargar, ENTER, 1, 20:19:52
Aditya Raj Singh, ENTER, 5, 20:20:05
Khushdev Pandit, EXIT, 3, 20:20:06
Manav Saini, ENTER, 5, 20:20:36
Dhruv Mishra, EXIT, 1, 20:20:41
Rishabh Oberoi, ENTER, 3, 20:20:44
Thanmayee Matha, ENTER, 1, 20:20:57
Vamshi Krishna Vannekala, ENTER, 1, 20:21:05
Sushil Kumar, ENTER, 5, 20:21:06
Sumit Kumar, EXIT, 1, 20:21:14
Thakkar Divyakumar Rameshbhai, EXIT, 3, 20:21:27
Aryan Chaudhary, ENTER, 1, 20:21:47
Anuj Yadav, ENTER, 5, 20:21:57
Khushdev Pandit, ENTER, 1, 20:22:00
Khushdev Pandit, EXIT, 1, 20:22:01
Khushdev Pandit, ENTER, 1, 20:22:13
Khushdev Pandit, EXIT, 1, 20:22:34
Shambhavi Sharma, EXIT, 1, 20:22:37
Dhruv Mishra, ENTER, 1, 20:22:54
Param Shah, ENTER, 3, 20:23:07
Anuj Yadav, EXIT, 5, 20:23:11
Shambhavi Sharma, ENTER, 5, 20:23:15
Rishabh Oberoi, EXIT, 1, 20:23:16
Khushdev Pandit, ENTER, 5, 20:23:17
Dhruv Mishra, EXIT, 5, 20:23:21
Param Shah, EXIT, 3, 20:23:24
Rishika Jain, ENTER, 1, 20:23:32
Surbhi Goyal, ENTER, 5, 20:23:35
Khushdev Pandit, EXIT, 1, 20:23:49
Khushdev Pandit, ENTER, 3, 20:23:55
Khushdev Pandit, EXIT, 5, 20:24:01
Swaib Ilias Mazumder, ENTER, 5, 20:24:03
Sushil Kumar, EXIT, 3, 20:24:10
Aditya Raj Singh, EXIT, 5, 20:24:29
Khushdev Pandit, ENTER, 1, 20:24:30
Anuj Yadav, ENTER, 5, 20:24:35
Snehal, EXIT, 1, 20:24:39
Khushdev Pandit, EXIT, 5, 20:25:11
Shambhavi Sharma, EXIT, 5, 20:25:12
Khushdev Pandit, ENTER, 5, 20:25:15
Aditya Raj Singh, ENTER, 5, 20:25:16
Manas, EXIT, 3, 20:25:32
Ujjwal Garg, ENTER, 5, 20:25:51
Snehal, ENTER, 1, 20:25:55
Smiti Singhal, ENTER, 5, 20:26:03
Khushdev Pandit, EXIT, 3, 20:26:08
Snehal, EXIT, 5, 20:26:16
Khushdev Pandit, ENTER, 1, 20:26:23
Khushdev Pandit, EXIT, 3, 20:26:26
Khushdev Pandit, ENTER, 5, 20:26:33
Khushdev Pandit, EXIT, 1, 20:26:39
Shraman Jain, EXIT, 1, 20:26:45
Thakkar Divyakumar Rameshbhai, ENTER, 5, 20:26:45
Khushdev Pandit, ENTER, 5, 20:26:49
Gayam Shivakanth Reddy, EXIT, 3, 20:27:09
Sumit Kumar, ENTER, 1, 20:27:11
Khushdev Pandit, EXIT, 1, 20:27:13
Aditya Raj Singh, EXIT, 1, 20:27:18
Khushdev Pandit, ENTER, 5, 20:27:30
Khushdev Pandit, EXIT, 1, 20:27:48
Khushdev Pandit, ENTER, 5, 20:27:53
Khushdev Pandit, EXIT, 3, 20:28:00
Smiti Singhal, EXIT, 5, 20:28:05
Aditya Raj Singh, ENTER, 1, 20:28:05
Khushdev Pandit, ENTER, 3, 20:28:09
Khushdev Pandit, EXIT, 1, 20:28:14
Param Shah, ENTER, 5, 20:28:17
Khushdev Pandit, ENTER, 5, 20:28:21
Thanmayee Matha, EXIT, 5, 20:28:36
Khushdev Pandit, EXIT, 1, 20:28:37
Khushdev Pandit, ENTER, 1, 20:28:44
Swatantra kumar nigam, ENTER, 1, 20:28:45
Khushdev Pandit, EXIT, 1, 20:28:55
Aryan Chaudhary, EXIT, 3, 20:28:55
Aryan Chaudhary, ENTER, 1, 20:29:22
Mohammed Kaif, EXIT, 1, 20:29:47
Rohan Dhar, ENTER, 1, 20:29:48
Thakkar Divyakumar Rameshbhai, EXIT, 3, 20:30:07
Khushdev Pandit, ENTER, 3, 20:30:21
Swatantra kumar nigam, EXIT, 5, 20:30:31
Khushdev Pandit, EXIT, 3, 20:30:37
Shraman Jain, ENTER, 1, 20:30:45
Rishabh Oberoi, ENTER, 5, 20:31:04
Swaib Ilias Mazumder, EXIT, 3, 20:31:19
Aditya Raj Singh, EXIT, 3, 20:31:28
Khushdev Pandit, ENTER, 5, 20:31:44
Vamshi Krishna Vannekala, EXIT, 1, 20:31:53
Shashank Dargar, EXIT, 1, 20:32:00
Manav Saini, EXIT, 5, 20:32:07
Aditya Raj Singh, ENTER, 3, 20:32:13
Sahil Goyal, ENTER, 1, 20:32:21
Smiti Singhal, ENTER, 3, 20:32:22
Ayush Srivastava, ENTER, 3, 20:32:27
Thakkar Divyakumar Rameshbhai, ENTER, 1, 20:32:43
Shashank Dargar, ENTER, 3, 20:32:45
Kartik Gupta, ENTER, 5, 20:32:46
Surbhi Goyal, EXIT, 5, 20:33:10
Rohan Dhar, EXIT, 5, 20:33:15
Manav Saini, ENTER, 1, 20:33:19
Khushdev Pandit, EXIT, 3, 20:33:26
Shraman Jain, EXIT, 5, 20:33:29
Khushdev Pandit, ENTER, 1, 20:33:35
Ankita Mahato, EXIT, 1, 20:33:40
Khushdev Pandit, EXIT, 3, 20:33:51
Karan Baboota, EXIT, 1, 20:33:52
Manav Saini, EXIT, 5, 20:34:08
Khushdev Pandit, ENTER, 1, 20:34:11
Shashank Dargar, EXIT, 1, 20:34:33
Khushdev Pandit, EXIT, 3, 20:34:50
Smiti Singhal, EXIT, 3, 20:35:08
Snehal, ENTER, 3, 20:35:10
Khushdev Pandit, ENTER, 1, 20:35:19
Dhruv Mishra, ENTER, 1, 20:35:25
Aditya Raj Singh, EXIT, 1, 20:35:26
Khushdev Pandit, EXIT, 5, 20:35:31
Khushdev Pandit, ENTER, 1, 20:35:46
Khushdev Pandit, EXIT, 1, 20:35:47
Smiti Singhal, ENTER, 1, 20:35:54
Shashank Dargar, ENTER, 5, 20:36:16
Khushdev Pandit, ENTER, 5, 20:36:26
Aryan Chaudhary, EXIT, 3, 20:36:54
Khushdev Pandit, EXIT, 5, 20:37:03
Manas, ENTER, 1, 20:37:17
Smiti Singhal, EXIT, 3, 20:37:21
Khushdev Pandit, ENTER, 3, 20:37:23
Shraman Jain, ENTER, 1, 20:37:23
Gayam Shivakanth Reddy, ENTER, 5, 20:37:26
Shambhavi Sharma, ENTER, 1, 20:37:29
Shashank Dargar, EXIT, 5, 20:37:43
Sahil Goyal, EXIT, 1, 20:37:50
Rohan Dhar, ENTER, 3, 20:37:50
Rohan Dhar, EXIT, 3, 20:37:54
Khushdev Pandit, EXIT, 3, 20:38:05
Ayush Srivastava, EXIT, 3, 20:38:06
Khushdev Pandit, ENTER, 5, 20:38:23
Khushdev Pandit, EXIT, 5, 20:38:38
Manav Saini, ENTER, 3, 20:38:58
Rishika Jain, EXIT, 1, 20:39:04
Khushdev Pandit, ENTER, 5, 20:39:12
Sushil Kumar, ENTER, 1, 20:39:13
Vamshi Krishna Vannekala, ENTER, 3, 20:39:14
Sumit Kumar, EXIT, 5, 20:39:24
Mohammed Kaif, ENTER, 5, 20:39:42
Kartik Gupta, EXIT, 1, 20:40:03
Khushdev Pandit, EXIT, 5, 20:40:18
Gayam Shivakanth Reddy, EXIT, 3, 20:40:27
Aditya Raj Singh, ENTER, 1, 20:40:30
Rohan Dhar, ENTER, 1, 20:40:38
Rishabh Oberoi, EXIT, 3, 20:40:43
Smiti Singhal, ENTER, 1, 20:40:45
Rishika Jain, ENTER, 3, 20:40:51
Thanmayee Matha, ENTER, 3, 20:41:14
Smiti Singhal, EXIT, 3, 20:41:21
Bhavya Jain, EXIT, 5, 20:41:24
Sushil Kumar, EXIT, 5, 20:41:41
Khushdev Pandit, ENTER, 1, 20:41:44
Khushdev Pandit, EXIT, 3, 20:41:51
Khushdev Pandit, ENTER, 5, 20:41:55
Ayush Srivastava, ENTER, 5, 20:42:01
Rishabh Oberoi, ENTER, 5, 20:42:04
Vibhor Agarwal, EXIT, 5, 20:42:10
Kartik Gupta, ENTER, 3, 20:42:11
Khushdev Pandit, EXIT, 3, 20:42:19
Khushdev Pandit, ENTER, 3, 20:42:36
Shraman Jain, EXIT, 1, 20:43:04
Khushdev Pandit, EXIT, 5, 20:43:08
Khushdev Pandit, ENTER, 5, 20:43:08
Vibhor Agarwal, ENTER, 3, 20:43:18
Yuvraj Singh, EXIT, 3, 20:43:40
Vibhor Agarwal, EXIT, 5, 20:43:59
Khushdev Pandit, EXIT, 1, 20:44:12
Khushdev Pandit, ENTER, 5, 20:44:25
Khushdev Pandit, EXIT, 5, 20:44:30
Swati Jha, ENTER, 5, 20:44:30
Khushdev Pandit, ENTER, 1, 20:44:55
Khushdev Pandit, EXIT, 3, 20:45:00
Sahil Goyal, ENTER, 5, 20:45:01
Swatantra kumar nigam, ENTER, 1, 20:45:18
Anuj Yadav, EXIT, 5, 20:45:43
Rohan Dhar, EXIT, 1, 20:45:50
Khushdev Pandit, ENTER, 1, 20:45:52
Khushdev Pandit, EXIT, 1, 20:46:19
Khushdev Pandit, ENTER, 1, 20:46:25
Thanmayee Matha, EXIT, 5, 20:46:26
Ujjwal Garg, EXIT, 3, 20:46:33
Bhavya Jain, ENTER, 1, 20:46:34
Khushdev Pandit, EXIT, 1, 20:46:45
Khushdev Pandit, ENTER, 3, 20:46:48
Swatantra kumar nigam, EXIT, 3, 20:46:57
Khushdev Pandit, EXIT, 3, 20:47:11
Smiti Singhal, ENTER, 1, 20:47:17
Smiti Singhal, EXIT, 3, 20:47:27
Karan Baboota, ENTER, 5, 20:47:29
Khushdev Pandit, ENTER, 3, 20:47:31
Surbhi Goyal, ENTER, 1, 20:47:32
Khushdev Pandit, EXIT, 3, 20:47:50
Khushdev Pandit, ENTER, 5, 20:48:06
Vibhor Agarwal, ENTER, 5, 20:48:50
Khushdev Pandit, EXIT, 1, 20:48:52
Aditya Raj Singh, EXIT, 3, 20:49:03
Manav Saini, EXIT, 5, 20:49:27
Rishabh Oberoi, EXIT, 5, 20:49:30
Yuvraj Singh, ENTER, 3, 20:49:46
Anuj Yadav, ENTER, 1, 20:50:05
Khushdev Pandit, ENTER, 1, 20:50:09
Karan Baboota, EXIT, 5, 20:50:09
Karan Baboota, ENTER, 1, 20:50:19
Param Shah, EXIT, 1, 20:50:21
Anuj Yadav, EXIT, 1, 20:50:25
Swatantra kumar nigam, ENTER, 1, 20:50:27
Khushdev Pandit, EXIT, 1, 20:50:34
Khushdev Pandit, ENTER, 1, 20:50:49
Ujjwal Garg, ENTER, 3, 20:50:59
Khushdev Pandit, EXIT, 3, 20:51:09
Swaib Ilias Mazumder, ENTER, 5, 20:51:14
Karan Baboota, EXIT, 1, 20:51:30
Surbhi Goyal, EXIT, 5, 20:51:32
Shraman Jain, ENTER, 5, 20:51:46
Swaib Ilias Mazumder, EXIT, 5, 20:52:03
Bharat Goyal, EXIT, 1, 20:52:42
Param Shah, ENTER, 1, 20:53:03
Ujjwal Garg, EXIT, 3, 20:53:38
Swatantra kumar nigam, EXIT, 3, 20:53:49
Vamshi Krishna Vannekala, EXIT, 5, 20:54:01
Khushdev Pandit, ENTER, 5, 20:54:12
Ujjwal Garg, ENTER, 1, 20:54:26
Khushdev Pandit, EXIT, 5, 20:54:37
Khushdev Pandit, ENTER, 3, 20:54:43
Khushdev Pandit, EXIT, 3, 20:54:54
Sumit Kumar, ENTER, 5, 20:55:02
Dhruv Mishra, EXIT, 1, 20:55:05
Vamshi Krishna Vannekala, ENTER, 3, 20:55:08
Manas, EXIT, 1, 20:55:11
Khushdev Pandit, ENTER, 5, 20:55:19
Bhavya Jain, EXIT, 1, 20:55:31
Khushdev Pandit, EXIT, 1, 20:55:52
Mohammed Kaif, EXIT, 1, 20:55:53
Swaib Ilias Mazumder, ENTER, 5, 20:55:55
Khushdev Pandit, ENTER, 3, 20:56:19
Mohammed Kaif, ENTER, 3, 20:56:56
Mohammed Kaif, EXIT, 3, 20:57:18
Khushdev Pandit, EXIT, 1, 20:57:28
Ayush Srivastava, EXIT, 1, 20:57:29
Thanmayee Matha, ENTER, 5, 20:57:34
Sahil Goyal, EXIT, 1, 20:57:45
Swatantra kumar nigam, ENTER, 3, 20:57:48
Thakkar Divyakumar Rameshbhai, EXIT, 1, 20:57:52
Shashank Dargar, ENTER, 5, 20:57:55
Bharat Goyal, ENTER, 5, 20:58:00
Ayush Srivastava, ENTER, 1, 20:58:03
Khushdev Pandit, ENTER, 1, 20:58:11
Ankita Mahato, ENTER, 1, 20:58:12
Sahil Goyal, ENTER, 1, 20:58:39
Mohammed Kaif, ENTER, 1, 20:58:41
Ujjwal Garg, EXIT, 5, 20:58:44
Khushdev Pandit, EXIT, 3, 20:58:48
Shashank Dargar, EXIT, 1, 20:58:58
Vibhor Agarwal, EXIT, 3, 20:59:11
Khushdev Pandit, ENTER, 3, 20:59:22
Ankita Mahato, EXIT, 1, 20:59:32
Bhavya Jain, ENTER, 1, 20:59:52
Bhavya Jain, EXIT, 1, 20:59:57
Bhavya Jain, ENTER, 1, 21:00:08
Khushdev Pandit, EXIT, 5, 21:00:15
Ujjwal Garg, ENTER, 3, 21:00:21
Sushil Kumar, ENTER, 3, 21:00:41
Bharat Goyal, EXIT, 3, 21:00:48
Anuj Yadav, ENTER, 1, 21:00:49
Yuvraj Singh, EXIT, 5, 21:01:02
Sumit Kumar, EXIT, 3, 21:01:06
Ankita Mahato, ENTER, 5, 21:01:29
Ujjwal Garg, EXIT, 3, 21:01:38
Dhruv Mishra, ENTER, 3, 21:01:52
Mohammed Kaif, EXIT, 3, 21:02:09
Rohan Dhar, ENTER, 3, 21:02:15
Rishika Jain, EXIT, 3, 21:02:17
Aditya Raj Singh, ENTER, 5, 21:02:18
Dhruv Mishra, EXIT, 5, 21:02:44
Anuj Yadav, EXIT, 5, 21:03:06
Yuvraj Singh, ENTER, 1, 21:03:28
Shambhavi Sharma, EXIT, 5, 21:03:32
Gayam Shivakanth Reddy, ENTER, 3, 21:03:39
